Date,SPDR_Gold_Shares,Gold_Futures,Crude_Oil_Futures,Palladium_Futures,Platinum_Futures,Copper_Futures,SP_500,Russell_2000,US_Dollar_Index,Swiss_Francs_Index,EURO_Index,Yen_Index,Gold_Futures_macd,Gold_Futures_macd_signal_spread,Crude_Oil_Futures_macd,Crude_Oil_Futures_macd_signal_spread,Palladium_Futures_macd,Palladium_Futures_macd_signal_spread,Platinum_Futures_macd,Platinum_Futures_macd_signal_spread,Copper_Futures_macd,Copper_Futures_macd_signal_spread,SP_500_macd,SP_500_macd_signal_spread,Russell_2000_macd,Russell_2000_macd_signal_spread,US_Dollar_Index_macd,US_Dollar_Index_macd_signal_spread,Swiss_Francs_Index_macd,Swiss_Francs_Index_macd_signal_spread,EURO_Index_macd,EURO_Index_macd_signal_spread,Yen_Index_macd,Yen_Index_macd_signal_spread,Gold_Futures/15SMA,Gold_Futures/30SMA,Gold_Futures/60SMA,Gold_Futures/90SMA,Crude_Oil_Futures/15SMA,Crude_Oil_Futures/30SMA,Crude_Oil_Futures/60SMA,Crude_Oil_Futures/90SMA,Palladium_Futures/15SMA,Palladium_Futures/30SMA,Palladium_Futures/60SMA,Palladium_Futures/90SMA,Platinum_Futures/15SMA,Platinum_Futures/30SMA,Platinum_Futures/60SMA,Platinum_Futures/90SMA,Copper_Futures/15SMA,Copper_Futures/30SMA,Copper_Futures/60SMA,Copper_Futures/90SMA,SP_500/15SMA,SP_500/30SMA,SP_500/60SMA,SP_500/90SMA,Russell_2000/15SMA,Russell_2000/30SMA,Russell_2000/60SMA,Russell_2000/90SMA,US_Dollar_Index/15SMA,US_Dollar_Index/30SMA,US_Dollar_Index/60SMA,US_Dollar_Index/90SMA,Swiss_Francs_Index/15SMA,Swiss_Francs_Index/30SMA,Swiss_Francs_Index/60SMA,Swiss_Francs_Index/90SMA,EURO_Index/15SMA,EURO_Index/30SMA,EURO_Index/60SMA,EURO_Index/90SMA,Yen_Index/15SMA,Yen_Index/30SMA,Yen_Index/60SMA,Yen_Index/90SMA,Gold_Futures/90EMA,Crude_Oil_Futures/90EMA,Palladium_Futures/90EMA,Platinum_Futures/90EMA,Copper_Futures/90EMA,SP_500/90EMA,Russell_2000/90EMA,US_Dollar_Index/90EMA,Swiss_Francs_Index/90EMA,EURO_Index/90EMA,Yen_Index/90EMA
2020-06-29,166.6300048828125,1774.800048828125,39.70000076293945,1911.5999755859373,816.7999877929688,2.679500102996826,3053.239990234375,1421.2099609375,97.5009994506836,1.057800054550171,1.1231000423431396,0.009331000037491322,21.17054497402978,2.3101048929264927,0.5993687009731374,0.2467760030942252,-31.112254280232264,2.215335196538774,-13.630343137816453,-1.3908500729531497,0.04811709846815493,0.008329213556666569,-1.2570629661922794,-8.511145930481165,-6.058700697826225,-1.6165907586504922,-0.2762242285879495,0.11604668349303626,0.005892830596685217,1.258213963289262e-05,0.005235837971736768,-0.0014525277469593324,2.564887866680736e-05,2.034680954665964e-06,0.019539080346212767,0.024551621372634447,0.06138805740545217,0.09956999326981686,0.02894171800309997,0.08665903056632263,-0.01943831603117152,-0.15472364221369883,0.0020933573283234974,-0.014896471111957132,-0.07063804272619101,-0.047704463784368656,-0.01633816892373352,-0.03831211138675328,-0.07455771390071553,-0.09318334496934744,0.021099062882703024,0.05702981326396461,0.055302155662660724,0.023678077000504727,-0.015333964525926502,-0.002161004118101051,-0.01998164786436374,-0.02821330436796754,-0.004905453035641716,0.009604833515714173,-0.03723977674217316,-0.0734250112962147,0.005139386044621164,-0.00303619394694854,-0.006841349332295521,-0.003308190352044771,0.003237316307796556,0.012326351389515544,0.01871534182493595,0.0235938241698761,-0.0037227290097813226,0.006951539284732577,0.015279857433759148,0.013327918032226327,0.0011838564738022583,0.003621122573808533,0.009154063025953008,0.01172022343003798,0.08154381131657296,-0.09464787091364069,-0.016512779919017895,-0.06935566042379515,0.03639050652426179,-0.013107998860505954,-0.04450113939212674,-0.003687683809550757,0.021477137065913476,0.011417693055721712,0.008225989788081645
2020-06-30,167.3699951171875,1793.0,39.27000045776367,1945.4000244140625,840.7000122070312,2.713500022888184,3100.2900390625,1441.3699951171875,97.3489990234375,1.053500056266785,1.1238499879837036,0.009286999702453613,22.86125727240642,3.200653753042502,0.6057123071503909,0.20249568741718293,-25.01454053718453,6.650439151669207,-11.413850685929106,0.6605139031473595,0.05117882082218683,0.009112748728558773,0.7006388090508153,-5.2427553241904565,-3.5737561392854786,0.6946830399122037,-0.24833683105430282,0.1151472648213464,0.0053494025361007225,-0.0004246767367612819,0.004811087699543748,-0.0015018224153218827,2.0087619468393478e-05,-2.8212625949983368e-06,0.02627210328440044,0.034269919103142366,0.06967078120071801,0.10830358580935218,0.015901234425600208,0.06532474382875808,-0.022311466285340753,-0.1600758477181804,0.02244896484886305,0.0009261227596861765,-0.052336474584525505,-0.03172715037311946,0.01407263937064318,-0.011266858651781009,-0.04468259678471154,-0.06586465657946838,0.030299578972787122,0.0651201224039264,0.06966523822076565,0.036495836928118974,0.002687384968804718,0.010610864367802453,-0.0037257049382677376,-0.013097784283215286,0.013730011117484286,0.019475150320030332,-0.020665501982951362,-0.05903499195739437,0.003061588461124698,-0.003542660970005773,-0.008437959680997698,-0.004769189814915253,-0.00171824280611943,0.007462378597353547,0.014365820490596315,0.018892796118668453,-0.002721296941785134,0.006393771655239577,0.015830008482295765,0.013797229384743703,-0.004701255070695298,-0.000903696371645113,0.004046104572808185,0.006819671458480503,0.0904141022829521,-0.10239281180149051,0.000857506003529851,-0.04123662808481465,0.04839936457612337,0.0020536265377613105,-0.030287547963025907,-0.005126274718955548,0.016937481683662714,0.011824071442958717,0.003395120281838304
2020-07-01,166.6199951171875,1773.199951171875,39.81999969482422,1909.199951171875,825.2999877929688,2.7170000076293945,3115.860107421875,1427.31005859375,97.15499877929688,1.0579999685287476,1.1238000392913818,0.009263499639928341,22.345871191997276,2.148214138106688,0.6476542476285658,0.19555010231628622,-22.83981862634232,7.060128850009136,-10.775702129179876,1.0389299679172712,0.053273572778950395,0.008966000548257871,3.468522988589484,-1.9798969157214303,-2.707726066636951,1.2485704900485852,-0.23913348401717371,0.09948048948678045,0.005221645318236767,-0.0004419471637001904,0.0044194944259363655,-0.0015147325511434126,1.3626939958009954e-05,-7.425553684305491e-06,0.01267843685361325,0.022034930682529152,0.055608108334628925,0.09366248420107004,0.028568477015590066,0.07248666652232472,-0.0008572958837342881,-0.14459410729087752,0.00479624072796736,-0.01579852925069114,-0.0674820557836292,-0.050287879476825115,-0.0015324483786121057,-0.027877036693375712,-0.05872201198714222,-0.0821501519012876,0.028595222118658503,0.06215793873797648,0.07197812312223073,0.03764558342577051,0.0097110955956492,0.013902109567212051,0.0024253520761290392,-0.008008910263744617,0.00760875977796438,0.007307247785263149,-0.02721852644903988,-0.06681393735648611,0.000489485059234962,-0.004670593446813642,-0.010379704569423609,-0.006624669951723283,0.0017421258014669316,0.010856966916978239,0.018361926052979705,0.022627289978891074,-0.002364297527004955,0.005397703349298677,0.015594380222587079,0.01352817340230672,-0.0074467089985200685,-0.0032423911154612073,0.0011978511655510449,0.004115355352885874,0.07651795708168319,-0.08802052403802973,-0.017382707218580373,-0.057581167675356926,0.04860476272973835,0.006929217398096821,-0.03890689830594951,-0.0069537003042347,0.02080365409966478,0.011517174371762806,0.0008372676606713814
2020-07-02,166.97999572753906,1784.0,40.650001525878906,1906.0999755859373,822.5,2.7335000038146973,3130.010009765625,1431.8599853515625,97.3010025024414,1.059000015258789,1.1247999668121338,0.00930500030517578,22.54896723275806,1.8810481430939774,0.7393450393964116,0.2297927152673056,-21.12298533978742,7.0215697092512315,-10.376289014024223,1.1506744664583408,0.055623892978901246,0.009053056598566978,6.726333025751046,1.0223304971521046,-1.6353980795611278,1.8567187816995272,-0.21755069592792609,0.09685062206082246,0.005141820509848349,-0.0004174175776708866,0.004142092268202058,-0.0014337077671021771,1.1720455632484653e-05,-7.4656304078646335e-06,0.01611120743241279,0.027474178261913673,0.05964460339500621,0.09790320526162688,0.04811266612934184,0.08688875477653979,0.027570442685778573,-0.12356139580303704,0.003368935842764653,-0.014631575786809847,-0.06641526066990455,-0.05222752872211012,-0.0027482421909361676,-0.028791839940342734,-0.058703698552217576,-0.08441784875354463,0.032847586072028534,0.06430198640840357,0.07894927887621606,0.04349984331752199,0.01561575955285921,0.016224031101469638,0.008008762809734948,-0.0035609202525940242,0.012513863609093123,0.007575835839135792,-0.021293296766838554,-0.062642603022948,0.001064526399384924,-0.0024713844321703204,-0.008893689863928467,-0.005076449103127434,0.002284095048482815,0.010885244671927419,0.018963249613705102,0.023050036515974925,-0.0008942020324799183,0.005343391489261551,0.016292147460078787,0.014267871376705044,-0.003160267709275466,0.001126153628773885,0.005351829514771422,0.008465632740023654,0.08110035022715856,-0.06759681992856259,-0.01856873052016872,-0.059521919145299806,0.0536994275328484,0.011246241389338385,-0.03508285335829142,-0.0053419412330579785,0.021279814168803535,0.012140910467241195,0.005203456124009076
2020-07-06,167.97999572753906,1788.5,40.63000106811523,1930.800048828125,827.7999877929688,2.7660000324249268,3179.719970703125,1442.8800048828125,96.68199920654295,1.059000015258789,1.1230000257492063,0.009296000003814696,22.81009413383549,1.7137400353371284,0.8011614917074965,0.2332873340627124,-17.56679404080478,8.462208806587096,-9.52231915383345,1.6037154613192914,0.05942401629558791,0.010282543932202917,13.167561898590066,5.970847495992899,0.1024718225446577,2.87567094704425,-0.24754107420969262,0.053488195023244756,0.005020683460428943,-0.00043084370167223527,0.0037339660225848004,-0.001473467210175548,9.375232127756955e-06,-7.848683130073864e-06,0.016493506625055554,0.029316967441743946,0.05987069067514539,0.09834209571986796,0.03992836245223241,0.07948460225134668,0.03408346864610445,-0.12073403371497715,0.014914305369730707,0.0019927964477928217,-0.05108112134758103,-0.04048977322899916,0.0035399029472340526,-0.01858966070997725,-0.04922885521867537,-0.07758937895664464,0.040423296466440384,0.07279991980894707,0.09178465987677908,0.055199397689589036,0.027796454419378946,0.030043514834275697,0.02479892470545808,0.011954552819884778,0.016155133434443858,0.013050454749141238,-0.011039176338048518,-0.0543295610421658,-0.005265092633650936,-0.007985820673738875,-0.015096351026614996,-0.01129367202552356,0.002328365074850236,0.010178102503818343,0.01859734972099436,0.022557211285534118,-0.0015233283429795241,0.0030024820719098955,0.014483284189796386,0.01250227695690187,-0.003832769722037499,0.00015960395906655656,0.004048529130267875,0.007394353566414713,0.0818337462202181,-0.0666592262401765,-0.005723031195690731,-0.052347973199301734,0.0646773649332737,0.02669026957483367,-0.027065040064010004,-0.01141608485482759,0.02080228473942869,0.010287580007412478,0.0041377693275328475
2020-07-07,169.0399932861328,1804.199951171875,40.61999893188477,1930.0999755859373,853.7999877929688,2.7874999046325684,3145.320068359375,1416.0,96.83899688720705,1.0643999576568604,1.131749987602234,0.009321999736130238,24.00715440185104,2.328640242682141,0.8396652484148035,0.21743287261601552,-14.63625919008632,9.114194925844444,-6.670663916887975,3.564296558611815,0.06343921364237026,0.011438193023188215,15.319899296913263,6.498547915452878,-0.6813908581673331,1.6734466130658072,-0.2556927969220908,0.03626917784867728,0.0052993243855399275,-0.00012176222124900098,0.004069659328139297,-0.0009102191236968421,9.50501877312361e-06,-6.175117187765769e-06,0.02251471799108562,0.036687989620068695,0.0666503437636572,0.10549284708147422,0.031994688666759474,0.07285290635752606,0.040435754547201386,-0.11716978937798495,0.014126969809381329,0.003833074118467783,-0.04821395016307439,-0.04126753032410169,0.032289779283602105,0.01255914230755173,-0.01658227591235384,-0.04807918696496938,0.043642632640984,0.07646952946292074,0.09982603413685864,0.06275493439531421,0.014403611605797506,0.01673921708848458,0.014694387899979011,0.0008914504685548774,-0.0040994181432434385,-0.0074119365154433625,-0.02647125619840951,-0.07060743882583864,-0.0033312119340681567,-0.005502818469670934,-0.013388963769223272,-0.009602290456777185,0.007172417670311626,0.01423906882830317,0.02330898389274383,0.02718944875555973,0.006157994391938315,0.009724752484247645,0.022006887279434784,0.020151122403956334,-0.0007574982479966463,0.0028526245064208755,0.0065287725275440245,0.010046505448590093,0.08914368573574905,-0.06551490154054673,-0.005950599006824153,-0.02209810797372891,0.07123503412031984,0.0152352070198154,-0.04424077463327325,-0.009597165578325684,0.025421195568026356,0.017753047153044266,0.006792478866114227
2020-07-08,170.08999633789062,1815.5,40.900001525878906,1916.800048828125,874.0,2.814500093460083,3169.93994140625,1427.4000244140625,96.36799621582031,1.0636999607086182,1.1287499666213991,0.009301000274717808,25.572864724598503,3.1154804523436823,0.8825995638925406,0.2082937504750021,-13.234423943678166,8.41282413780208,-2.749045148727305,5.988732261417988,0.06801593074483758,0.01281192810052443,18.795596256069075,7.979395899686953,-0.3783594911283217,1.581182384083855,-0.2967382993638239,-0.003821059674444627,0.005401401429165453,-1.5748142098780983e-05,0.004046971106633768,-0.0007463258761618973,7.823213453566139e-06,-6.285538005858595e-06,0.025231251626936624,0.04156705921589943,0.0707524231281893,0.10985827293594008,0.03249805679569895,0.07302146905957074,0.053585194435952666,-0.10730522241299056,0.0070012585442720265,-0.0021326637930931813,-0.05155705197669447,-0.048229064412347866,0.05241188478279635,0.03683083346498606,0.009226224251372539,-0.02526189942216328,0.047320794148565826,0.08125243486767131,0.10953791415601155,0.07229490886339351,0.020077098973830587,0.022334922334365626,0.02332755686276955,0.008538643437968396,0.003551886182002306,-0.0010982150200933294,-0.015985683546617557,-0.061842670705895775,-0.007763466574254085,-0.009145857438323635,-0.017973817996538743,-0.014306990175710466,0.00549519795775244,0.012497936812491561,0.022144668196314887,0.025962770006158653,0.0031549708412934585,0.005912914923160262,0.01892512194156515,0.017262007068728824,-0.0029621595217734775,0.0005719907427228499,0.004013857906510099,0.007649885572049264,0.09365802020724723,-0.0578498081826867,-0.012522524631418452,0.0010151830899991499,0.07967419936651976,0.022660766500640417,-0.035771433598168256,-0.014101838129237598,0.024189664683393897,0.014719377493173091,0.004424597853725398
2020-07-09,169.6300048828125,1799.199951171875,39.61999893188477,1941.699951171875,836.5999755859375,2.8280000686645512,3152.050048828125,1398.9200439453125,96.6729965209961,1.0683000087738037,1.1337000131607056,0.009328500367701055,25.20784339317288,2.200367296734445,0.8040709766246579,0.10381213056569549,-9.998983333530077,9.318611798360134,-2.6287013930424337,4.887260813682287,0.07190348853949358,0.013359588716144337,19.87741188728296,7.248969224720671,-2.408537238207373,-0.35919629039615675,-0.3011843148313602,-0.006613660113584718,0.005786777289864986,0.00029570217488060144,0.004377951613072639,-0.00033227629577842026,8.610145894700008e-06,-4.398884451779782e-06,0.01335593778226185,0.030355523043841925,0.05882419074431855,0.09735863100122177,-0.002601356557174972,0.034671841560858896,0.026571119229804596,-0.13111708580330095,0.01878375107396768,0.01156899671928513,-0.03711708324118601,-0.03638357601649389,0.007636140662043989,-0.0062756316121943545,-0.0311766212316702,-0.06627614270721716,0.04621912831202035,0.08104666495580215,0.11316672949131035,0.07690488058915124,0.013481798946049173,0.014816676968179898,0.018053928604613523,0.0028250813548911236,-0.015196891937186208,-0.021162226345068924,-0.03289428091389168,-0.07898104281247997,-0.004301168697525393,-0.005248543289959162,-0.014682673273318625,-0.011076274398746588,0.009061380315752876,0.015603714212186315,0.02601452967688833,0.029763952941226357,0.007211089706530505,0.008990476108563294,0.02292107103169605,0.021440828599618822,-3.568020568400776e-05,0.0034242150122711923,0.0067333620696050644,0.01049112537655561,0.08184500407975448,-0.08557967619717721,0.0002984426562631093,-0.040938359923433754,0.08283312378488716,0.016511867052746876,-0.05386591724193601,-0.010742703772051998,0.02797212568298102,0.018740057535930443,0.007230636711050398
2020-07-10,169.19000244140625,1798.199951171875,40.54999923706055,1972.9000244140625,836.5999755859375,2.88700008392334,3185.0400390625,1422.6800537109375,96.61399841308594,1.065500020980835,1.129699945449829,0.009328500367701055,24.554817069199544,1.2378727782088852,0.8075705867094243,0.08584939252036938,-4.861250707017234,11.565075539898384,-2.504458263739025,4.009203154388557,0.07883643687743813,0.016234029643271114,23.130145156790604,8.40136199538265,-2.0762992269721963,-0.021566623328784118,-0.3059417621696099,-0.009096885961467516,0.005799402914736351,0.0002466622398015726,0.004268281917670258,-0.0003535567929446419,9.128567084824152e-06,-3.104370609324511e-06,0.010009078218773393,0.02805783582745347,0.05586411947035641,0.09423562105533834,0.0178893954716679,0.0518715643530272,0.05656737735325379,-0.10670140860247024,0.032103385282702845,0.027794767199651238,-0.019560901089700877,-0.02151540028410648,0.005794781014929917,-0.004821665100242178,-0.028297784169247553,-0.06558319529488177,0.06030559223260501,0.09682896015064624,0.1341026621482595,0.09871897910606675,0.02256134941386656,0.023801838941717612,0.029214359836082116,0.013145071714576018,0.001748142052908852,-0.004219399885388886,-0.013790938242532635,-0.06191786378764008,-0.004371484125551439,-0.005021554386924532,-0.015079712853595661,-0.011568014322415165,0.005814961039288358,0.012021432135811416,0.022760561392787926,0.026483386255393038,0.003306718266655073,0.0045393684742291995,0.018902762678717266,0.017604582216003584,5.722276190889275e-05,0.003328879759404213,0.00645005396900844,0.010345807516427108,0.07931609634080061,-0.06279455651694876,0.016006015182626898,-0.04007448678762526,0.10286815192583743,0.026538194422758288,-0.036996140535396016,-0.011099775736593487,0.024708430059445563,0.0148077343015931,0.0070705635807386535
2020-07-13,169.39999389648438,1811.0,40.099998474121094,2019.4000244140625,854.0999755859375,2.941999912261963,3155.219970703125,1403.5699462890625,96.40699768066406,1.0641000270843506,1.1361000537872314,0.009324000217020513,24.784446299450337,1.1740016067677423,0.7652118660945249,0.034792537524375944,2.9288389656867366,15.484132170081885,-0.9825645497409141,4.424877494709335,0.08775726376890969,0.02012388522779414,23.036182633784847,6.6459195779015126,-3.3167902748780307,-1.009646136987695,-0.32269547008172594,-0.020680475098866835,0.005631524299576807,6.302689971362206e-05,0.004644266930607488,1.7942575994070106e-05,9.07172189932616e-06,-2.5289726358580035e-06,0.014725006282534592,0.03345164813509327,0.06087587985232057,0.09943480079076461,0.006004210107408259,0.03448272468622782,0.05087984775480514,-0.1124566273234554,0.05161748249172593,0.04987159560948484,0.005444463198032157,0.0007301302650415398,0.024764219551455247,0.016394465834577154,-0.0057679906148385696,-0.04525031031446658,0.07192301305487203,0.11028640344763341,0.15277611309714456,0.11876821903084633,0.01174286156501081,0.012854581228801676,0.02022765055928777,0.003578941735941976,-0.011008645781680815,-0.017661656072491594,-0.02426894222152265,-0.07296914128879606,-0.005705447181375667,-0.006483170360378154,-0.016954117135398517,-0.013576118319217234,0.003861636941979718,0.009687938286910613,0.020872865984056244,0.02462026808969986,0.008116327358978825,0.009134161021010057,0.024168661025600002,0.023102886282194257,-0.00013937930031204804,0.002713649707338117,0.0057023123992123725,0.009708950822054252,0.08492406399040808,-0.07170147476331801,0.03904007937452714,-0.019563824208595593,0.12082652147203055,0.016548926062342817,-0.04888769180406882,-0.012931727146559213,0.022836746207416825,0.0200959646043104,0.006439061737184115
2020-07-14,170.19000244140625,1810.5999755859373,40.290000915527344,1964.0999755859373,828.2000122070312,2.9159998893737797,3197.52001953125,1428.260009765625,96.20700073242188,1.06659996509552,1.1426500082015991,0.009329499676823616,24.65000062858826,0.831644748724532,0.7384613610401018,0.006433625975962309,4.587408586608035,13.714161432802548,-1.8450943077492639,2.849878189360788,0.09167235692905162,0.01923118271034885,26.074407542119843,7.747315588989206,-2.2813090775298406,0.02066804828839608,-0.34809832576915767,-0.036866664629038814,0.005635243809393176,5.339712762399227e-05,0.005408419450372959,0.000625676076607632,9.362506973047482e-06,-1.7905500497093459e-06,0.012462387531539942,0.03177692307105473,0.058295057179969856,0.09666793208725122,0.011058339806408135,0.03511178776515278,0.06135246929543303,-0.10418224104494056,0.021323271148372402,0.02059797022124843,-0.019864547644888986,-0.027085681353995916,-0.00494999385507644,-0.012770463242639307,-0.033124214197329804,-0.07294502358890032,0.05576939697234562,0.09373921292492371,0.1396671658705404,0.10825592947193718,0.023563635289776785,0.024753311402988976,0.034385379430899476,0.016832446782699906,0.006637808329541972,-0.0011788314103080566,-0.004568070793879775,-0.05524974280138506,-0.007237061735531292,-0.007816896355073433,-0.01874347625075512,-0.0155274393097099,0.005379085677165607,0.011158160347846113,0.022746307599673665,0.026502495530999592,0.01251783982684418,0.013949411077991858,0.02947547891136182,0.02870802134303796,0.0006721244331167053,0.003168418159375408,0.006061281786327699,0.01017018553808069,0.08266894586261087,-0.06592103470187627,0.010351465682576055,-0.048263515011413904,0.10821897635381195,0.029494221607608395,-0.031472126712418724,-0.014654946950910075,0.024671220384557824,0.025391578103085788,0.006877017958068388
2020-07-15,170.33999633789062,1811.4000244140625,41.20000076293945,1988.5,835.0,2.870500087738037,3226.56005859375,1478.27001953125,96.03900146484376,1.0606000423431396,1.142799973487854,0.009356999769806862,24.327575572138358,0.4073757538197036,0.7816800544686302,0.03972185552359253,7.781020253276665,13.526218479576944,-1.9573896012483374,2.1900663166893715,0.09006542458011113,0.014099400289126679,30.474223249737406,9.717705037285413,2.545365677508471,3.877874242661366,-0.37743556651886934,-0.052963124303000375,0.005095312336160562,-0.0003892274764868975,0.005957443077578395,0.0009397597630504545,1.1677374411546773e-05,4.194539110319562e-07,0.011427951521600033,0.030791745296327555,0.05641114643893319,0.0946132267958728,0.032460711062446856,0.05329540663551158,0.09028362237284093,-0.07986191260307463,0.0319505950733463,0.03282783863104832,-0.005553600275505333,-0.015402342904519584,0.00423342396116011,-0.00220668540863056,-0.022824171409555172,-0.06407971347268238,0.03404181574436249,0.07136861714332454,0.11932881592861411,0.09059021757944019,0.03076400807085089,0.032176510376806355,0.04377386699459507,0.025857170254531603,0.03998253903941751,0.03204071729361013,0.031914282962430596,-0.02097130938443237,-0.008582575384203373,-0.008942700471838427,-0.02026144832750776,-0.017096241850631078,-0.000439769630070419,0.0048160018149794315,0.01667461464461084,0.020225195812798358,0.011679556880636266,0.013102584218187996,0.02910296217807362,0.0285210048307456,0.0036038163561677994,0.0058351944918164644,0.00880741141716479,0.012893127869813004,0.0811711991441364,-0.04388160161213628,0.022388330161837056,-0.03959525756227689,0.08875069303007876,0.03795783944904807,0.0023867510820276827,-0.016021375106024527,0.018483850624446685,0.024951026048340985,0.009626439157495614
2020-07-16,168.72999572753906,1798.699951171875,40.75,2003.5999755859373,828.7999877929688,2.885999917984009,3215.570068359375,1467.56005859375,96.31900024414062,1.0592000484466553,1.1425000429153442,0.009341499768197536,22.784614764179423,-0.9084680433113874,0.7707353225958826,0.02302169892067596,11.399021517456504,13.715375795005425,-2.5176516784680416,1.3038433915757341,0.08901649908896658,0.010440379838385708,32.69739333530242,9.55270009828034,5.443585588264568,5.420875322733971,-0.3737832392248066,-0.03944863760715012,0.004502542439906332,-0.0007855978981929027,0.006295772619290263,0.0010224714438098583,1.2121474134849791e-05,6.908429074679791e-07,0.0031081458453439126,0.022139607462189792,0.046750805920937166,0.08458577701142711,0.016530566141011116,0.03830474463844857,0.08284543070846917,-0.08552777582135584,0.03494229232765589,0.039777872469483055,0.004105241991993802,-0.008543114392267182,-0.005057948155921532,-0.008201171931690676,-0.027439333366073404,-0.06989504515438216,0.03377867266597123,0.07193261488667946,0.12265138871859071,0.09599096055446665,0.023650694580166887,0.027184867082330033,0.040405740946235946,0.022194106237783062,0.02869338376801034,0.023388351633089055,0.026404296104904024,-0.02684390300435824,-0.005137547869624948,-0.00559495359978357,-0.017186814973559894,-0.014135099840558496,-0.0016086467126095183,0.002887886358755143,0.014990446192247653,0.01841370917779983,0.010769784376509106,0.01197096796040431,0.028290397445017934,0.02793960081730784,0.0023247706217393027,0.0039999306934526135,0.006896578101135864,0.010979963756159394,0.07185695663161429,-0.05319399978085926,0.029469646294547847,-0.045746252773457785,0.09235731574102601,0.03364030857752387,-0.004768806324418007,-0.012867210325628875,0.01675637162098087,0.024126366166739244,0.007777771734385874
2020-07-17,170.1199951171875,1808.300048828125,40.59000015258789,2050.199951171875,841.9000244140625,2.8875000476837163,3224.72998046875,1473.3199462890625,95.88899993896484,1.067199945449829,1.1441999673843384,0.009353499859571457,22.081908362839158,-1.2889395557213206,0.7406135611060662,-0.005680050055312469,17.82111148322815,16.109972608621657,-1.8828950947954581,1.5508799801986544,0.08729992679600684,0.006979046036340766,34.79727863231574,9.322068316234922,8.111713760838938,6.471202796246673,-0.40096410982926045,-0.05330360656928318,0.004624978977967098,-0.0005305290881057094,0.006624705435887002,0.001081123408325277,1.328855130248302e-05,1.486336060080965e-06,0.006732739732714155,0.02544863522872154,0.04971181010696024,0.08794504076471066,0.009400175951155276,0.03133735212947264,0.08291981104960922,-0.08464026506726796,0.0508600637463934,0.06181579522781533,0.030102837929800508,0.014032929426081253,0.007603842347493117,0.008114608470506157,-0.009713844555022888,-0.054162996249487505,0.02878827105068349,0.06732298963531202,0.12076440406382916,0.09625072868588158,0.023504581393577917,0.028994863218850364,0.04377955563329583,0.02498545547163733,0.029842835865190542,0.026898194145495102,0.032640934017299505,-0.02175144060438927,-0.008555583724202842,-0.009567354509242065,-0.021254843516508082,-0.018416215164573813,0.005319196005351801,0.009583036565653735,0.022117737505709334,0.02556869291820596,0.011212094184068988,0.012676872219994806,0.029216731265578444,0.029171731051902183,0.00361235710488117,0.004735340103219965,0.007799881875973025,0.012011550908576751,0.07574321675142048,-0.05573019433941373,0.05217777239092247,-0.030009470063373955,0.09069714745254642,0.03575178168894899,-0.0008437690536515774,-0.016900795983425865,0.02388571920496574,0.025072177352022607,0.008871162990500725
2020-07-20,170.94000244140625,1815.9000244140625,40.810001373291016,2087.89990234375,850.7000122070312,2.8984999656677246,3251.840087890625,1467.949951171875,95.77200317382812,1.0669000148773191,1.1470999717712402,0.009333499707281591,21.885975093854313,-1.187898259764932,0.7261238047686334,-0.0161358451141963,25.656977373446807,19.156670799072252,-0.6621278609143246,2.2173177712638306,0.08583764934815585,0.004413414870791818,38.20856737864597,10.18668565005212,9.681310709936724,6.432639796275566,-0.4270233474381939,-0.06349027534257329,0.004644272641854963,-0.00040898833937427596,0.0070382604947296645,0.0011957427737343523,1.245603777477039e-05,5.230580258946665e-07,0.009338020470277542,0.027873757447891556,0.05149787161113806,0.09003052661127442,0.01098268661068924,0.03394987477461253,0.09362303072277722,-0.07501331738610884,0.06242553819797059,0.07789094130588503,0.051339993067522016,0.031718920431506925,0.014929073670232107,0.019144167213886343,0.003266797345150785,-0.04335590425382552,0.027181216245791395,0.06606264545816143,0.12271345482599627,0.10006029369889013,0.026833954114067637,0.036108301890614314,0.05302519276420048,0.03338595132806943,0.021843186166708994,0.02277774670576571,0.03145526538712784,-0.023951641396374845,-0.008650067600864286,-0.010474297616600237,-0.022052088039952067,-0.01950179221258752,0.004374356489760034,0.008434348375992995,0.02122243591484896,0.02484274573193823,0.012278035045629299,0.014553617496660287,0.031104188184752246,0.031471449934889595,0.0014377254623334501,0.0020398075937906324,0.00524329918605404,0.009630958248638688,0.07836173678554026,-0.049554740497322225,0.06984356329254515,-0.01944230546891368,0.09257407604518675,0.04343951853865091,-0.004387351036581721,-0.017709464542054687,0.023067261939352157,0.0270455469683335,0.006565384982327727
