Gold_Futures,Crude_Oil_Futures,Palladium_Futures,Platinum_Futures,Copper_Futures,SP_500,Russell_2000,US_Dollar_Index,Swiss_Francs_Index,EURO_Index,Yen_Index,Gold_Futures_macd,Gold_Futures_macd_signal_spread,Crude_Oil_Futures_macd,Crude_Oil_Futures_macd_signal_spread,Palladium_Futures_macd,Palladium_Futures_macd_signal_spread,Platinum_Futures_macd,Platinum_Futures_macd_signal_spread,Copper_Futures_macd,Copper_Futures_macd_signal_spread,SP_500_macd,SP_500_macd_signal_spread,Russell_2000_macd,Russell_2000_macd_signal_spread,US_Dollar_Index_macd,US_Dollar_Index_macd_signal_spread,Swiss_Francs_Index_macd,Swiss_Francs_Index_macd_signal_spread,EURO_Index_macd,EURO_Index_macd_signal_spread,Yen_Index_macd,Yen_Index_macd_signal_spread,Gold_Futures/15SMA,Gold_Futures/30SMA,Gold_Futures/60SMA,Gold_Futures/90SMA,Crude_Oil_Futures/15SMA,Crude_Oil_Futures/30SMA,Crude_Oil_Futures/60SMA,Crude_Oil_Futures/90SMA,Palladium_Futures/15SMA,Palladium_Futures/30SMA,Palladium_Futures/60SMA,Palladium_Futures/90SMA,Platinum_Futures/15SMA,Platinum_Futures/30SMA,Platinum_Futures/60SMA,Platinum_Futures/90SMA,Copper_Futures/15SMA,Copper_Futures/30SMA,Copper_Futures/60SMA,Copper_Futures/90SMA,SP_500/15SMA,SP_500/30SMA,SP_500/60SMA,SP_500/90SMA,Russell_2000/15SMA,Russell_2000/30SMA,Russell_2000/60SMA,Russell_2000/90SMA,US_Dollar_Index/15SMA,US_Dollar_Index/30SMA,US_Dollar_Index/60SMA,US_Dollar_Index/90SMA,Swiss_Francs_Index/15SMA,Swiss_Francs_Index/30SMA,Swiss_Francs_Index/60SMA,Swiss_Francs_Index/90SMA,EURO_Index/15SMA,EURO_Index/30SMA,EURO_Index/60SMA,EURO_Index/90SMA,Yen_Index/15SMA,Yen_Index/30SMA,Yen_Index/60SMA,Yen_Index/90SMA,Gold_Futures/90EMA,Crude_Oil_Futures/90EMA,Palladium_Futures/90EMA,Platinum_Futures/90EMA,Copper_Futures/90EMA,SP_500/90EMA,Russell_2000/90EMA,US_Dollar_Index/90EMA,Swiss_Francs_Index/90EMA,EURO_Index/90EMA,Yen_Index/90EMA,SPDR_Gold_Shares
0.0,0.8976994556354263,0.12780512846781833,0.35024148688186685,0.3956694645649228,0.2444324112135483,0.6245896078456892,0.5051914302480132,0.1603611072925979,0.4409085047147272,0.23607584353168676,0.6244347611613893,0.5595923961911797,0.9026500115838741,0.8352486339721021,0.655344095984328,0.7509141880532896,0.6237691178623159,0.765319722054584,0.4789173652759253,0.6527483588250063,0.6743098252140826,0.6889703552847225,0.7157452108235003,0.6941529787756804,0.39418829246481063,0.4780244459323082,0.7582467088797893,0.6491084160023188,0.4482764640387101,0.4919370756575651,0.7689036420507246,0.2857906099146683,0.3534150711764684,0.5223962038275121,0.518474095510252,0.47415900213164797,0.7952422424541463,0.8276740393247081,0.7624089916216835,0.8378276473965485,0.717320629767737,0.7496970928569571,0.6257504296546825,0.4328461791397523,0.703446751654507,0.7236613742860277,0.5518917845841721,0.5259454017811297,0.5751191956759106,0.566064182072816,0.39758031189149334,0.3338222876987026,0.7915019831948604,0.7984761347014604,0.647578779499992,0.642098786590527,0.7803137596235004,0.8188638763401005,0.7091178562937361,0.6486756672046842,0.551360428850929,0.4651180506115019,0.5248230091764797,0.5723357314275515,0.39655139889157287,0.5426788482223261,0.5388809718231912,0.46356039991488396,0.27018138744380993,0.38630080384108345,0.3325355457790571,0.30146793474953115,0.2621759373877509,0.39587364036092004,0.6582038034176192,0.6246326410500421,0.41546275830250484,0.8699153593412251,0.5224521166728208,0.594344052166651,0.4362350206186929,0.697601308488679,0.7103557177702845,0.560785693123121,0.40961392421211595,0.30011655627320166,0.5327702103485246,0.0
0.032612428417785555,0.8281938239622735,0.1351942690869894,0.3367840585802613,0.3740158487337415,0.25433050150268466,0.6145439481596209,0.4888916934352423,0.1756757337274042,0.4449995502559201,0.3258512733488601,0.6165354460550292,0.5308608805588594,0.892177917945868,0.7798589444054951,0.6585548747975598,0.7397186257789533,0.6338210192777689,0.7594085227441569,0.46423405533356965,0.5994605777025588,0.684175749406896,0.6950263522305422,0.7213921450880392,0.6920773620548497,0.414306835580399,0.5385238884459964,0.7088214516703386,0.5344629965445625,0.42335106115853766,0.43324726319122503,0.7446080406209179,0.28415247186933906,0.4298274620724897,0.5989991217611506,0.5934905986642739,0.5526622705727199,0.7205173009796854,0.7657372069614172,0.7027409293210914,0.7702350428707453,0.7109531744765911,0.7503889138201403,0.6336542912480502,0.445240933040007,0.687158467012534,0.7093470009271345,0.5436599198570955,0.514346718323408,0.5316644131338262,0.537866063781867,0.3762177542245992,0.3114387646190182,0.7957351626666386,0.8043416650943176,0.6570376303622373,0.6511562034916069,0.7647409081736476,0.806186252643728,0.7000392017553817,0.6398617275035275,0.5230811855586623,0.4495277147258384,0.5070948803481535,0.5542264982701818,0.41925119033635727,0.5593697472965092,0.5637028527277674,0.48645519972007045,0.2844789336630855,0.3876107964637409,0.336278285698079,0.3068432922397071,0.3976588930989,0.5178944872775868,0.7820610650718146,0.7304531262625775,0.5004084774749854,0.8002641202579993,0.5302277712544701,0.5819421235499177,0.4094391035098828,0.7058157376285042,0.6995783432646624,0.5415192163327265,0.43286765220673873,0.3051013031427037,0.6585174552907302,0.051258646669236185
0.019052482065029075,0.8590307868284461,0.14559385394545932,0.26086964763049725,0.37500002933299337,0.27417234030410054,0.6396667404206582,0.5632694910086151,0.11441508007423273,0.37863574739338013,0.21446421493336132,0.5944140183634448,0.4864243632908387,0.8939786429436157,0.756123006872939,0.6627175715639358,0.7323614660248141,0.6216789223027324,0.7186709195206069,0.45364071753045654,0.5657500128663265,0.6970719199831809,0.7045898656833371,0.732642873483489,0.6993171325302717,0.4595951899848094,0.6417504385822366,0.6297440007197874,0.3852606518852081,0.37594278545244125,0.34027675954661896,0.6635419520719297,0.2095365555221398,0.3616310223957877,0.5347466062394415,0.5508139906963946,0.5147835560143628,0.7407511210131623,0.8002425539122946,0.7327335170608605,0.7998192705450764,0.7114007568523344,0.754932087861863,0.6472632801056939,0.46378135703638645,0.6146399275799764,0.6392064135342992,0.4812513136321948,0.4475180017996437,0.5338218208789616,0.5424496546204243,0.38248993439301265,0.3162783772248687,0.8108337024028541,0.8229509587293261,0.6774524308737655,0.6719318600500793,0.7846278201983272,0.8307269927207879,0.7243249508949944,0.6634166991542354,0.6824510654143756,0.5678418496487947,0.5953451413548521,0.6365657468126127,0.2244264500769347,0.3996851333131264,0.4454546244624791,0.379166827782512,0.14085128317959733,0.27394068643650427,0.2517428755807451,0.2321395464495744,0.21653702974216943,0.3353503630034592,0.6005934660127187,0.5876781381964788,0.45140316422886634,0.8318214409444247,0.5434046441151954,0.5125265659162269,0.4137447499333132,0.7258457261384863,0.7227468016821808,0.6372788191004766,0.3125452031501535,0.21893912942654525,0.48707118183768827,0.02792585065003328
0.01956749895603238,0.8627018960706938,0.1400291979906616,0.29227052427884637,0.3725393431709154,0.2576830400581307,0.6159599841211993,0.574619612929613,0.09639730393841539,0.36954549838688244,0.19118812862310008,0.5724872182696834,0.45116870754601374,0.8963408067239179,0.7380755288051024,0.6612090832725954,0.7169477427766272,0.6204355605539389,0.70376348553249,0.44486935931532945,0.542755044926072,0.7000518965307279,0.6967991260000937,0.7339260267305956,0.6892778804035774,0.5009538693055391,0.7157717305011405,0.553051904817917,0.27052320776693717,0.3342069793906797,0.27751094652512,0.5845438119005659,0.15251407952543,0.3417751478427583,0.5139950749760315,0.544840004614368,0.51239265546276,0.735522918261279,0.8069321827603406,0.7382621627888887,0.8028450779431736,0.6843545067337687,0.7294915860379283,0.6302032133366104,0.4528857916758767,0.6435969312780244,0.6673140667436308,0.5131595490290266,0.4772128979963872,0.5292878274947467,0.540254831161368,0.3847487875019304,0.31690693129379344,0.7801232505689788,0.7964670190293213,0.6565674334807647,0.6492331149605562,0.7565946599800376,0.804086567946356,0.7014479028815164,0.6416834249725882,0.7068206472326808,0.590427930652742,0.6080037845603784,0.6475895996899919,0.16219434111068018,0.3444306217260884,0.4096618030048754,0.3465713323906272,0.12841642530444494,0.25690053831759274,0.2410881529738078,0.22393161534541003,0.18410356129485783,0.29019306693420965,0.5564325125845235,0.5556162306403724,0.4437705484883274,0.8356904182768498,0.5263287160736614,0.5430635267663138,0.4133050391092634,0.7014721904860222,0.698610702237375,0.6512471071627276,0.2757500733969525,0.2086977398714347,0.44844764230823153,0.01230935277008749
0.02042572075650062,0.8668624927692536,0.12370003797297802,0.2743270759321028,0.3415355423189448,0.2618794205303314,0.6179590697886299,0.5880221714742628,0.10000042958278854,0.36454521120090355,0.17123786107120154,0.5512330848595481,0.423978770476961,0.8992786948438468,0.724602768550274,0.650979634164299,0.6899649279051921,0.6148022357665589,0.6847150445731165,0.4251709075219395,0.5005286001299247,0.7021428165512329,0.6891820906684488,0.7348763428393144,0.680717847870642,0.5395157401186695,0.7688965209340115,0.49146033553408036,0.20800828750193534,0.2990154230352496,0.24069327294684364,0.5097881774650495,0.11237427270238193,0.3232794043247733,0.4963312552346377,0.5401567073809299,0.5104648544449741,0.7309379595862796,0.8110710306359409,0.7444148648651311,0.8066739126893102,0.6409732350345511,0.6847005353696571,0.5928811332474826,0.421845748264717,0.6249726362068216,0.6492675242879337,0.5018324710205413,0.4629981307383295,0.46484478158025777,0.4973358982625763,0.35325099065582727,0.2834557079531542,0.776213225937757,0.794000118391331,0.6592955654753634,0.6513130829008431,0.7539740293437077,0.8025385717916196,0.7038848147873265,0.6438598214957035,0.7434797099811703,0.6144871769677045,0.6227173191267998,0.6610009410804876,0.15208278081540214,0.3434498619429363,0.4138767900855891,0.35061719228474986,0.11618952880379593,0.2479847938321142,0.23586417474047328,0.22018273102873043,0.15547291703375152,0.25651786789869163,0.518322569282897,0.5269444626328337,0.4373058760271386,0.8399600893717837,0.4896434675857891,0.5276439147460035,0.37425191232993427,0.702679257213091,0.6996483362123178,0.6674943889651694,0.28017689228797005,0.2039674230298407,0.415570452582536,0.020760696639450238
0.04205286822293397,0.9304943683268472,0.16931215458231397,0.32608690157966924,0.40895684131061705,0.27720582810514216,0.6220575004555395,0.540690845745754,0.13603598185442323,0.4040901785646547,0.23275157310608208,0.5471054502471082,0.42805883016749546,0.9224102298716489,0.747679922959331,0.6587479673904256,0.6986162341824013,0.6240768630979627,0.6936636927334824,0.4400827250557932,0.5422276252169195,0.7072334647979189,0.687759655261306,0.7361668457595538,0.6744101258438345,0.5531553285048074,0.7571085453035784,0.46093868728645027,0.2182308748737702,0.2870439404085491,0.2587667138300721,0.4813890757739076,0.14012072020373373,0.36622563755651305,0.5390852302286491,0.5860747927892476,0.5599465303945279,0.7790694849345086,0.8717983059140142,0.8027929706600652,0.8678735546722055,0.7155534591041136,0.7550345269484893,0.6732923205935901,0.5067747247167412,0.668182103165215,0.6950352493322849,0.5514153366437645,0.511315573480532,0.6021198380463979,0.5978281296896859,0.4377262138787688,0.36862056810569516,0.7860014629084643,0.8049155733045129,0.6743344196972111,0.6664013713388013,0.7544826353592402,0.8037994456635846,0.7082135768352736,0.6478485382321293,0.6548044167159874,0.5477236423364985,0.5664565231097012,0.6070396635395037,0.23052568251087555,0.41607763785472235,0.4780615941347893,0.4101168959322048,0.20433015002173915,0.3127011406958538,0.28670044519269816,0.2673757662940367,0.2527839856040356,0.3441388383777012,0.6010936291367919,0.5975738832263623,0.4900096931544982,0.903165909072862,0.569338529868967,0.576576116452048,0.469231715230001,0.7172754080106961,0.702670670736535,0.6066403779410571,0.3450677742182327,0.25692776444561094,0.5025814655592268,0.058974944808494634
0.03209762105358882,0.9248654026195375,0.14285712694889918,0.3291925753630309,0.3986220063626784,0.28500558895627837,0.6101791083142443,0.5362230191637511,0.12882973056567693,0.4063638245369532,0.22360711985334625,0.5315692704154844,0.4141152950855768,0.9380679941500627,0.7536116057286726,0.6517746235045119,0.6807702100741928,0.6321638211805346,0.6988956777659932,0.44801273210175185,0.5603604882241052,0.7121006009645016,0.6862736527274867,0.7330532399632148,0.6623690928270761,0.5628459770093115,0.7390762524088323,0.4303920454093221,0.22636049021083904,0.27859842522026645,0.28044252797101754,0.4530471891037719,0.16239175761913577,0.3131471396069864,0.48611268355451087,0.5517434663935481,0.5293338035279167,0.7632398012463273,0.8653809481684356,0.7991058906711175,0.8612050399608906,0.6510459541257978,0.6922912067455125,0.6154130758730911,0.45648874083332935,0.6658878376857236,0.6946532555973471,0.5576629550477812,0.5153592631388121,0.5836040858781114,0.5835464749717938,0.43039802702414026,0.35925522187149195,0.7879434222062865,0.8049571171103762,0.6811062929905577,0.672641881154194,0.7411044957824017,0.7881946104678339,0.6974940311034618,0.6373643081462305,0.6536761373669903,0.5481200739782272,0.5609590233092943,0.6017162526949043,0.1957922663905224,0.38359781389186376,0.4606751894572696,0.39527919190328553,0.2039430074615236,0.31263483229559186,0.29034451459889643,0.2712971499506443,0.24154160360065488,0.32405561528939764,0.5742910567299955,0.579676653344037,0.45171271917442346,0.8961599765504806,0.512852258219122,0.5797538433119659,0.45695107443395727,0.722432197198651,0.6903376833439708,0.6013058639135762,0.32774073085803745,0.26053034061535174,0.4842899747053493,0.03821424816904395
0.04170966331346948,0.9251100996676003,0.12762272454446366,0.3409248867543204,0.40748033574779097,0.30081085106649574,0.6303039830409203,0.5070034333174576,0.17927993332875047,0.41818179847780534,0.3142140043601067,0.5226827013810493,0.41299011816402653,0.9496449806239846,0.751515383754699,0.6378079034983266,0.6547440200405747,0.6414908790825539,0.7050932652460219,0.4587570522634154,0.5810044038861455,0.7194129210929603,0.688892504260493,0.7358509253603815,0.6621249145509206,0.5602474738202552,0.6978811561166792,0.43312813993880134,0.29738863906608376,0.27680232830275936,0.311393418459577,0.4767227246051341,0.24737655527942473,0.3198703852651006,0.4920854216701639,0.5667204013192082,0.547079154813037,0.753018454996582,0.86441537248997,0.8005195477576387,0.8604727314147493,0.6138526306432874,0.6526117052858036,0.5795115921868783,0.42728221453398496,0.6719497680658366,0.70133907676253,0.5713350852051037,0.5262343334417416,0.6014261037014684,0.5957392966124926,0.445730544170947,0.3728476032237324,0.799942175889192,0.8132889676822622,0.6965798140469315,0.6880658810988793,0.760540421311882,0.8044631572377217,0.7171365316370032,0.65615553554366,0.594242328818832,0.5137441827205298,0.5263851155568464,0.569295309850729,0.33247783183428486,0.48161701225722564,0.5504870294417133,0.4782504056709201,0.2307621128482428,0.3262571772205663,0.3061817905388017,0.28575312488167043,0.39060923900775046,0.45089607848681357,0.6980122691417212,0.6844288521961759,0.46985307862693204,0.8951430071828034,0.47876689567666936,0.5907826426037021,0.4709247244062494,0.7370860950082556,0.7088990686230422,0.564808740072503,0.4184200106390422,0.27639116198436775,0.6122174199593737,0.05346322318393648
0.04428432871487331,0.9096916649146072,0.1463236923542912,0.37922707348901197,0.4232283986555636,0.3014152657155469,0.6166762384162849,0.5216127656399259,0.17477468382706718,0.4122722696470422,0.30673246048655045,0.5135646891496168,0.4117408893499016,0.9526843636280105,0.7355248122696088,0.6320610365769495,0.647733007550574,0.6586525181713063,0.722762548329975,0.47459014887639106,0.6086174496852371,0.7234769069332735,0.6859292619376799,0.7334119683485862,0.6536124392784419,0.5641371769891104,0.6790582349005875,0.43049885204439164,0.3438094177090526,0.2731956329170847,0.3324481407623279,0.4900942601771156,0.30205926013050466,0.3212954011326767,0.47779493283594676,0.5625009352547,0.546897439504964,0.7336123326304472,0.8468219924231128,0.7882785606524646,0.8446649659145696,0.6404573626056991,0.6760582634841319,0.6082777496473109,0.4612171315640277,0.7008274206340541,0.7317793712713457,0.6077945264150494,0.5606822773976418,0.6359597718948277,0.616751192149919,0.4690273330843757,0.3949791153247976,0.7945984907796936,0.8030716814080499,0.6948642199788913,0.6852195361148326,0.7464334372701588,0.7857651446942673,0.7045692586879586,0.6436066302559723,0.6183279875304228,0.544997545722663,0.5440852117752167,0.5860184672708199,0.3307102076398962,0.45213026884948976,0.5353454808280705,0.4662552570986393,0.22392486582883692,0.31042628181524734,0.2995107912432602,0.2794947306293498,0.3909776564021066,0.4283965871900445,0.6726597159684259,0.6675824673785646,0.4675947101557851,0.8786508916918067,0.5084285376600055,0.6259510210018158,0.4939380898288547,0.7330937123629588,0.6947596365088828,0.5845144012273373,0.4044683990009168,0.2689811724317693,0.5938641081281903,0.05346322318393648
0.04050802707673018,0.8617229211580697,0.10381322194593157,0.38612838357535395,0.409448931610243,0.289715346035043,0.6169762029492918,0.5815019082686117,0.13873913155543605,0.3863637595137135,0.2776392880146705,0.4993673373016445,0.4030803053727893,0.9381761080004956,0.6933131188444372,0.60839704510072,0.6120221502075314,0.673520330664864,0.733176356758999,0.4813456748325173,0.6109109679864826,0.7208369761174299,0.6731192931611566,0.7309568053095977,0.6467767197283841,0.5896852836446324,0.7111780507719033,0.4056743737093391,0.337916748064663,0.26026860503888805,0.3302147679041805,0.48405033135873693,0.3207350296866423,0.3045469364166866,0.448263496669729,0.5422840988694173,0.5310496907426454,0.6875680536729971,0.7967007806878135,0.7471913080075446,0.7976426250673263,0.5533263380164954,0.5867260086989936,0.5223650150536067,0.38120053956067385,0.7006724180582686,0.7327909158337255,0.6163535285532978,0.5663814025291527,0.6084630209991831,0.5940349418347095,0.4579218092315888,0.3810755425968385,0.7737003703139121,0.7764813137711603,0.6793251429358665,0.6675454645882277,0.7453000674330809,0.7804190728701106,0.7050097691696791,0.6434486650087436,0.7228705241627976,0.6394025267951307,0.6146773342898576,0.6526781793523411,0.2508413510394206,0.35682072436039614,0.4606802550160104,0.4008597461885404,0.18544337466571278,0.2644482728353128,0.267804519087432,0.2505323935403252,0.3566467617207079,0.3828298640954799,0.6147599614745806,0.6245873167315603,0.4474410973495669,0.8303176827232047,0.424171961941577,0.6314976655205835,0.4764390003618888,0.7144279542592783,0.6942601024790593,0.661006724987399,0.33202845305313516,0.23587835861942905,0.544369865707218,0.0327025265444858
